robot_id,branching,branching_modules_count,limbs,extremities,length_of_limbs,extensiveness,coverage,joints,hinge_count,active_hinges_count,brick_count,touch_sensor_count,brick_sensor_count,proportion,width,height,absolute_size,sensors,symmetry,avg_period,dev_period,avg_phase_offset,dev_phase_offset,avg_amplitude,dev_amplitude,avg_intra_dev_params,avg_inter_dev_params,sensors_reach,recurrence,synaptic_reception
24,0,0,0.125,1,1.0,9,0.3142857142857143,0.6666666666666666,6,6,4,1,0,0.7142857142857143,5,7,11,0.08333333333333333,0,0.6612429071964753,0.8844836547127974,0.728679109620408,0.9126025082684931,0.8720920927301021,0.76615700220786,0.896190969036656,0.8648363853093406,1.0,0.16666666666666666,0.0
25,0,0,0.5,2,0.75,3,0.6666666666666666,0.25,2,1,3,3,0,1.0,3,3,6,0.3333333333333333,0.5,0.7667580826505949,0.9115266273388315,0.8509266783364324,0.812884455148009,0.34493567296102073,0.7006791256688474,0.9051410494207525,0.8250011304126149,0.5,0.5,0.0
26,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,4,1,4,0.0,0,0.4845731421966752,0.8452914573843393,0.38218969135853864,0.6503782176135705,0.5351763940746836,0.5946503754671592,0.65393437271246,0.7110908863922575,0,0,0.0
27,0,0,0.18181818181818182,4,0.8,24,0.22377622377622378,0.4,16,12,15,0,0,0.8461538461538461,13,11,32,0.0,0.06896551724137931,0.4125989531395538,0.9359504408919802,0.5123034175784162,0.9560855749905474,0.6824627431898067,0.9456719827389175,0.7430666159391465,0.9465016491297409,0,0,0.0
28,0.1,1,0.4782608695652174,11,0.40625,13,0.6538461538461539,0.28125,11,9,22,0,0,0.3076923076923077,13,4,34,0.0,0.625,0.2987401036504954,0.8871107364046167,0.2587614672389734,0.8963042232494582,0.948681662346163,0.8731210045320611,0.959390614150257,0.8858539932852683,0,0,0.0
29,0,0,0.5,5,0.5384615384615384,7,0.5357142857142857,0.3076923076923077,8,4,6,4,0,0.5714285714285714,7,4,15,0.3333333333333333,0.2222222222222222,0.7341045357925219,0.772257581247251,0.6694309755823905,0.8404368868386543,0.31623659414986904,0.897541086127003,0.8694035411449316,0.8434679003758705,0.125,0.25,0.0
30,0,0,0.5,1,1.0,1,0.75,0,1,0,1,1,0,1.0,2,2,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0.2727272727272727,3,0.7142857142857143,10,0.2857142857142857,0.7142857142857143,13,10,2,0,0,0.875,7,8,16,0.0,0,0.23463466686984624,0.8926782931214808,0.5760581140560399,0.8684621712651885,0.3279983995037667,0.9543360308345928,0.8790792747454022,0.9128157522009537,0,0,0.0
32,0,0,0.16666666666666666,1,1.0,7,0.42857142857142855,0.5714285714285714,5,4,3,3,0,0.42857142857142855,3,7,9,0.3333333333333333,0,0.4157804152899504,0.8179772152766139,0.5486011400932163,0.8859050026201447,0.8482015700430244,0.9622690837613042,0.8749955976334591,0.9058255999846557,0.4,0.2,0.0
33,0,0,0.3333333333333333,1,1.0,2,1.0,0.5,2,1,1,0,0,0.25,4,1,4,0.0,0,0.3246147510384989,0.8286131679832449,0.28716677082848285,0.6195438155716301,0.6212969770568761,0.7734331453830525,0.8258448976664352,0.7497126997770608,0,0,0.0
34,0,0,0.5,2,0.6666666666666666,2,0.625,0.6666666666666666,2,2,2,3,0,0.5,2,4,5,0.375,0,0.23325574470090346,0.7912633518573208,0.8876614181887312,0.7546162107238117,0.626301605101436,0.9103544565266034,0.9501602449122913,0.830799572589249,0.5,0.5,0.30796720311500964
35,0,0,0.18181818181818182,2,0.9285714285714286,13,1.0,0.9285714285714286,14,13,1,1,0,0.0625,16,1,16,0.2,0.26666666666666666,0.8709538138508343,0.9696593791489925,0.4399826161225283,0.9111614448372439,0.4760474145261556,0.9359317195274939,0.9314333531335243,0.9439934177511399,1.0,0.14285714285714285,0.0
36,0,0,0.06666666666666667,1,1.0,20,1.0,1.0,21,20,0,1,0,0.045454545454545456,1,22,22,0.3333333333333333,0,0.49024527495905856,0.9501478030034671,0.7443109476350239,0.9535195428368163,0.7186507819110712,0.9353433834662014,0.8476641017053772,0.9468573551974763,1.0,0.09523809523809523,0.0
37,0.5,1,0.6666666666666666,4,0.5,3,0.4444444444444444,0.5,5,3,2,0,0,0.5,6,3,8,0.0,1.0,0.8820134129491656,0.8926948109760718,0.5172046828450606,0.8109854635867174,0.12650150372969332,0.9529535948576727,0.9562684248000144,0.8997522871737268,0,0,0.0
38,0,0,1.0,3,0.0,0,0.6666666666666666,0,3,0,0,0,0,0.6666666666666666,3,2,4,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0.1111111111111111,1,1.0,11,1.0,1.0,12,11,0,1,0,0.07692307692307693,13,1,13,0.3333333333333333,0,0.8720800016344701,0.9278889306688655,0.43017289018483157,0.8234867821713491,0.4742659327371312,0.928582315259435,0.8876308064962356,0.9020303038066312,1.0,0.08333333333333333,0.0
40,0,0,0.16666666666666666,1,1.0,6,0.5,0.5,4,3,3,1,0,1.0,4,4,8,0.1111111111111111,0.3333333333333333,0.39960238402924986,0.6639265623895408,0.1938620328960076,0.6109072782988252,0.6327308283455161,0.8948688504179078,0.8410133649506557,0.7485974544754922,1.0,0.75,0.0
41,0,0,1.0,2,0.0,0,0.75,0,2,0,0,0,0,1.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0.3333333333333333,1,1.0,2,1.0,0,0,0,3,0,0,1.0,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,1,3,3,0.0,0,0.7056005922914206,0.7928036007352051,0.8953875379524264,0.6141532540598524,0.44780179935001485,0.5282232621815475,0.8695666075639719,0.65473279985869,0,0,0.0
44,0,0,0.1111111111111111,1,1.0,11,0.5416666666666666,0.8181818181818182,10,9,2,0,0,0.375,3,8,13,0.0,0.5454545454545454,0.7799586361989873,0.907243933477375,0.717107276490293,0.9449207634273905,0.5596061852595413,0.8078225814529769,0.7784067346287173,0.899006126313166,0,0,0.0
45,0,0,0.1,1,1.0,13,0.7142857142857143,0.46153846153846156,7,6,7,0,0,0.42857142857142855,3,7,15,0.0,0.15384615384615385,0.5104045009616167,0.9126334599446271,0.8112113225757419,0.779186056905307,0.7505527706911347,0.6195840193062474,0.7340551770752866,0.7965675800834331,0,0,0.0
46,0,0,0.058823529411764705,1,1.0,23,0.22321428571428573,0.8695652173913043,21,20,3,1,0,0.4375,16,7,25,0.1111111111111111,0.3333333333333333,0.6670244296022436,0.9308019020345283,0.36891178741754554,0.9358664325458877,0.28771823212355213,0.9428948276124615,0.9247185220076416,0.9367040480367254,1.0,0.09523809523809523,0.0
47,0.2857142857142857,2,0.5625,9,0.36363636363636365,8,0.38095238095238093,0.2727272727272727,10,6,13,1,0,0.7777777777777778,9,7,24,0.038461538461538464,0.2857142857142857,0.8521015546888764,0.7798595622620652,0.31631082045593883,0.7988664381284984,0.1541585433177273,0.9596690674499666,0.9592257772628922,0.8741154792052875,1.0,0.2,0.0
48,0,0,0.2222222222222222,4,0.76,19,0.5625,0.36,13,9,13,3,0,0.3333333333333333,12,4,27,0.11538461538461539,0.26666666666666666,0.43595348441649884,0.751918046138499,0.7312805061331374,0.9472522507434475,0.9414383539025624,0.9645691062724698,0.9419531486678957,0.919359034487976,0.15384615384615385,0.23076923076923078,0.0
49,0.14285714285714285,1,0.375,6,0.6818181818181818,15,0.26666666666666666,0.6363636363636364,18,14,5,1,0,0.2777777777777778,5,18,24,0.1,0.21052631578947367,0.7187967671382801,0.7733310932514813,0.23504453307718381,0.8617444295078142,0.5833889848044091,0.8315592226706545,0.8813651208453027,0.8250961214174527,1.0,0.2222222222222222,0.0
50,0,0,0.045454545454545456,1,1.0,30,0.23703703703703705,0.6333333333333333,20,19,11,3,0,0.6,9,15,32,0.12,0,0.47159845650039867,0.8008607112322922,0.31821880305715694,0.8787207875371771,0.4992779196537878,0.8214189742024407,0.7252843653462414,0.8365366765476141,0.1,0.05,0.0
51,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,1,0,0.3333333333333333,1,3,3,0.3333333333333333,0,0.7670337350180789,0.9113040728643349,0.35935987612662196,0.9002989832926108,0.882102161338891,0.5204990828340605,0.9363896512509983,0.8230891622316897,1.0,0,0.0
52,0,0,0.2857142857142857,2,0.75,6,0.5555555555555556,0.5,5,4,4,1,0,0.5,6,3,10,0.09090909090909091,0.5,0.8934336557571196,0.7511277150737268,0.7717514799548264,0.9344877158764043,0.49133756329197775,0.8296840983615663,0.8449641075215609,0.8559348835677724,1.0,0,0.0
53,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,2,2,1,0,0,0.25,4,1,4,0.0,0,0.4750461102503489,0.8796181316015598,0.6189192326307951,0.8600334050651718,0.8038743006886009,0.7625646956787561,0.8392871277599004,0.8398428835113286,0,0,0.0
54,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,2,2,1,2,0,0.25,4,1,4,0.3333333333333333,0,0.7733173299755313,0.6500763514978146,0.9128852175366994,0.7049844802855366,0.6424354634671946,0.9727651521826033,0.8663104293066268,0.8440561053995123,0.75,0.5,0.48668512758355165
55,0,0,0.36363636363636365,4,0.5714285714285714,8,0.5333333333333333,0.42857142857142855,9,6,6,3,0,0.3,3,10,16,0.23076923076923078,0.42857142857142855,0.7640166122308288,0.7843742779584029,0.6764888858835033,0.7571532823229085,0.5813582624084294,0.9629694951277491,0.8474427417778034,0.8693910991440297,0.4444444444444444,0.1111111111111111,0.0
56,0,0,0.3333333333333333,1,1.0,2,1.0,0,0,0,3,0,0,0.25,1,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0.5,1,1.0,1,0.75,0,1,0,1,2,0,1.0,2,2,3,0.4,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0.3333333333333333,1,1.0,2,0.6666666666666666,0.5,2,1,1,0,0,0.6666666666666666,3,2,4,0.0,0,0.421986334355876,0.644239489199049,0.8059165488370972,0.8256297833112903,0.5317087918030253,0.8570098501997957,0.88789177330619,0.7880399081478318,0,0,0.0
59,0,0,0.25,4,0.7142857142857143,15,0.5111111111111111,0.5714285714285714,13,12,9,2,0,0.5555555555555556,9,5,23,0.09523809523809523,0.3157894736842105,0.765026565819384,0.9357865734591975,0.5905306782356592,0.9097408205329341,0.6720415169220918,0.8756260462806263,0.6817554528055397,0.9100106761795945,0.5384615384615384,0.07692307692307693,0.0
60,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1.0,1,1,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,1.0,1,0,0,1.0,0,0,0,1,0,0,0.5,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0.375,3,0.6,6,0.5,0.5,8,5,3,1,0,0.375,3,8,12,0.14285714285714285,0,0.29463856405726885,0.9210361001353509,0.5454197821866172,0.806714565569694,0.5791192892739506,0.9239361854438183,0.8367064599144797,0.8935436577403274,1.0,0.125,0.0
63,0,0,0.25,1,1.0,3,1.0,1.0,4,3,0,0,0,0.2,5,1,5,0.0,0,0.8030872064540245,0.8964232879661813,0.31907602710771804,0.9580810215055972,0.3621370113685781,0.9622287748478705,0.9196621200385964,0.9448862948729514,0,0,0.0
64,0,0,0.3333333333333333,1,1.0,2,0.6666666666666666,0.5,1,1,2,0,0,0.6666666666666666,2,3,4,0.0,0,0.5473597920188723,0.5,0.6234886302592085,0.5,0.21309550101700658,0.5,0.8560026685761335,0.5,0,0,0.0
65,0,0,0.16666666666666666,2,0.8666666666666667,13,0.3541666666666667,0.6,10,9,6,2,0,0.75,6,8,17,0.13333333333333333,0.42857142857142855,0.5185322562388727,0.938404751294175,0.7944931181412194,0.920307393058769,0.6010445168222157,0.9249872084360583,0.8726928722023075,0.928292371290093,0.55,0.1,0.0
66,0,0,0.125,1,1.0,9,0.3142857142857143,0.6666666666666666,7,6,3,2,0,0.7142857142857143,7,5,11,0.2222222222222222,0,0.656034192022331,0.9317939934905222,0.7603281414442236,0.917178161831365,0.6517027232410901,0.863271365311105,0.760512407524822,0.9078203118697441,0.5714285714285714,0.42857142857142855,0.0
67,0,0,1.0,2,0.0,0,1.0,0,2,0,0,1,0,0.3333333333333333,3,1,3,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0.19047619047619047,4,0.8275862068965517,24,0.2980769230769231,0.5172413793103449,19,15,11,1,0,0.6153846153846154,13,8,31,0.045454545454545456,0.07692307692307693,0.32160126111337134,0.9084004194046805,0.6828969093891227,0.9313321260135722,0.7425106420958003,0.8914630272908163,0.8966498510344945,0.9117979906363787,1.0,0.10526315789473684,0.0
69,0,0,1.0,2,0.0,0,0.75,0,2,0,0,0,0,1.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0.3333333333333333,1,1.0,2,1.0,0,0,0,3,0,0,0.25,1,4,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0.11764705882352941,2,0.9565217391304348,22,0.5,0.4782608695652174,11,11,13,5,0,0.5,5,10,25,0.16666666666666666,0.19047619047619047,0.4032216784025432,0.8832726975807424,0.5337038135758154,0.9016035490316253,0.5786065335043804,0.8227342090757552,0.800353332547392,0.8726559474029707,0.18181818181818182,0.18181818181818182,0.0
72,0,0,0.1111111111111111,1,1.0,11,1.0,0.6363636363636364,8,7,4,0,0,0.07692307692307693,13,1,13,0.0,0,0.5527619433092956,0.8710385427147057,0.6988271507387896,0.851545101358654,0.7754894454194516,0.9293463285694763,0.8181503082666298,0.8887344141669843,0,0,0.0
73,0.5,1,0.6666666666666666,4,0.5,3,0.5333333333333333,0.16666666666666666,4,1,3,3,0,0.6,5,3,8,0.42857142857142855,0.6666666666666666,0.8430371117787832,0.9259849169602501,0.6116763308193204,0.8910288206003009,0.6094802113865088,0.922916350583551,0.8846808818310191,0.9145246662336395,0.25,0.25,0.0
74,0.2,1,0.4166666666666667,5,0.5333333333333333,8,0.40476190476190477,0.3333333333333333,6,5,10,1,0,0.8571428571428571,7,6,17,0.043478260869565216,0,0.2886224922462044,0.886600681390045,0.41773900756783056,0.9155452710558111,0.4522972766845509,0.8848441181892289,0.8312126129912536,0.8965658059956262,1.0,0.5,0.0
75,0,0,0.14285714285714285,1,1.0,8,0.4166666666666667,0.625,5,5,4,0,0,0.375,3,8,10,0.0,0,0.6126532767760207,0.8960368769895755,0.8310435358483854,0.8169344449538368,0.8630040483812447,0.9298024417605304,0.7445685910334212,0.8887239701305489,0,0,0.0
76,0,0,0.1,1,1.0,12,1.0,1.0,13,12,0,0,0,0.07142857142857142,1,14,14,0.0,0,0.13788124426844084,0.8785501838813279,0.7101491060531209,0.882621524195363,0.8788260601729716,0.9608269480200105,0.959726217453,0.9167273569295915,0,0,0.0
77,0,0,0.3333333333333333,1,1.0,2,0.6666666666666666,0.5,2,1,1,0,0,0.6666666666666666,2,3,4,0.0,0,0.9111514322743748,0.6430441529324078,0.5885083820088133,0.8775025440026261,0.6245290712745792,0.6387200208377316,0.8548606411745009,0.73932591905615,0,0,0.0
78,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,1,0,0.3333333333333333,3,1,3,0.3333333333333333,0,0.31229506911184596,0.6001043082705755,0.5373990746955075,0.9333599388688523,0.21636967508759986,0.509246138634558,0.8314996287688131,0.7364227479466802,1.0,0.5,0.0
79,0,0,0.2,2,0.8461538461538461,11,0.42857142857142855,0.38461538461538464,6,5,8,2,0,0.7142857142857143,5,7,15,0.10526315789473684,0,0.9689699808099246,0.7968727563149116,0.5518238659585972,0.9038561316224417,0.7683770564408585,0.9609373223658328,0.8835810571450153,0.9063739129372109,0.5833333333333334,0.6666666666666666,0.0
80,0,0,0.6666666666666666,2,0.5,1,1.0,0.5,3,1,0,0,0,0.25,4,1,4,0.0,0.6666666666666666,0.7836916366425019,0.756928145892683,0.7170229552908476,0.7126360941477081,0.5845828488573558,0.9616072881098339,0.7890269908137361,0.8525769450920496,0,0,0.0
81,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,3,1,3,0.0,0,0.4123592300446813,0.5811141735390428,0.49547010584882223,0.5825000917691024,0.6039690449897612,0.7864250439213989,0.7251958356822934,0.6580540706737618,0,0,0.0
82,0,0,0.5,1,1.0,1,1.0,1.0,1,1,1,1,0,0.3333333333333333,3,1,3,0.16666666666666666,0,0.5073716460828815,0.5,0.11240939628624966,0.5,0.16013591356606133,0.5,0.8532340309822992,0.5,1.0,0,0.0
83,0,0,0.5,1,1.0,1,1.0,1.0,1,1,1,1,0,0.3333333333333333,3,1,3,0.16666666666666666,0,0.2919015194401225,0.5,0.45149617722907004,0.5,0.7469231479523686,0.5,0.8681850504608123,0.5,1.0,0,0.0
84,0,0,0.125,1,1.0,9,0.9166666666666666,0.2222222222222222,3,2,7,0,0,0.75,3,4,11,0.0,0.8571428571428571,0.27305025241329384,0.5054532338746757,0.3932285518613196,0.6506990763879815,0.5177812823970828,0.7788526439878006,0.7364498984859902,0.6534653366332497,0,0,0.0
85,0,0,0.5,1,1.0,1,1.0,1.0,2,1,0,0,0,0.3333333333333333,1,3,3,0.0,0,0.43983795504307677,0.6489993756824245,0.2625958105634739,0.6054163419536034,0.9255728092037945,0.6779292976868794,0.9438835823681784,0.6446643498182536,0,0,0.0
86,0,0,0.08333333333333333,1,1.0,15,1.0,0.8666666666666667,14,13,2,3,0,0.058823529411764705,17,1,17,0.42857142857142855,0,0.5486179356379153,0.9222160993271331,0.5535700665378707,0.8932530233091152,0.8318820470516795,0.8964435715480761,0.8582640027850776,0.9048106340301308,0.07142857142857142,0.14285714285714285,0.0
87,0,0,0.25,2,0.8,8,0.5454545454545454,0.8,9,8,2,0,0,0.18181818181818182,11,2,12,0.0,0,0.5746821245478977,0.9230384464301066,0.6930584722364439,0.794181091274608,0.2276098069782205,0.937309363208589,0.9165732014150427,0.898423285231625,0,0,0.0
88,0,0,1.0,2,0.0,0,1.0,0,0,0,2,4,0,0.3333333333333333,1,3,3,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,1.0,1,0,0,1.0,0,1,0,0,1,0,0.5,2,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,1.0,1,0,0,1.0,0,1,0,0,0,0,0.5,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0.4,2,0.8,4,0.5833333333333334,0.6,4,3,2,1,0,0.3333333333333333,6,2,7,0.14285714285714285,0,0.7010529001190721,0.8651756438968476,0.526498125003757,0.7801559139716777,0.50529404167804,0.8943104750280195,0.7854957253726713,0.8524181215039522,1.0,0,0.0
92,0,0,0.5,1,1.0,1,0.75,0,1,0,1,0,0,1.0,2,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0.13043478260869565,3,0.875,28,0.22077922077922077,0.65625,21,21,12,0,0,0.7857142857142857,11,14,34,0.0,0.375,0.6966687869313781,0.8687193556703181,0.5458038054433182,0.8965879404311069,0.34454182783082793,0.9666266474236793,0.8607274004412809,0.9221461742661183,0,0,0.0
94,0,0,0.3333333333333333,1,1.0,2,1.0,1.0,3,2,0,0,0,0.25,1,4,4,0.0,0,0.6526325983035173,0.9012817367949335,0.8803520664321113,0.8592443477090707,0.7116521824328169,0.9211382242657936,0.8955801917380457,0.896552854408769,0,0,0.0
95,0,0,1.0,1,0,0,1.0,0,1,0,0,0,0,0.5,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0.5,3,0.6666666666666666,4,0.4,0.6666666666666666,6,4,1,0,0,0.8,5,4,8,0.0,0.5,0.5934683749185062,0.9407367556924022,0.5105491626774077,0.8606995411999884,0.8795144798341006,0.9207731372855948,0.910681620336761,0.9126339584090656,0,0,0.0
97,0,0,0.1,1,1.0,12,0.3888888888888889,0.8333333333333334,11,10,2,3,0,0.25,3,12,14,0.42857142857142855,0,0.563141993987139,0.781459718524139,0.5224904429047661,0.7066818762768579,0.22435117400217847,0.8921888255951443,0.8191210556053488,0.805694168485972,0.2727272727272727,0.09090909090909091,0.0
98,0,0,0.2,2,0.8461538461538461,11,0.375,0.46153846153846156,6,6,8,7,0,0.625,5,8,15,0.35,0,0.6497105512977672,0.791528697577187,0.8845905679343453,0.9104160093435053,0.4540426552566258,0.9319936956441233,0.8912883235307348,0.8899475182131749,0.16666666666666666,0.3333333333333333,0.0
99,0,0,0.125,2,0.9047619047619048,19,0.27058823529411763,0.42857142857142855,11,9,11,6,0,0.29411764705882354,17,5,23,0.25,0.18181818181818182,0.45329831262952813,0.9006552855145354,0.4723612683691966,0.8380313844444188,0.33936007683656494,0.9401669737949772,0.7136502147052586,0.9003296888081085,0.18181818181818182,0.5454545454545454,0.0
100,0,0,0.2222222222222222,4,0.76,19,0.3,0.64,19,16,7,0,0,0.2777777777777778,18,5,27,0.0,0,0.6856655605871493,0.9235257458002072,0.7978405697073929,0.8857513579776134,0.6543124560889979,0.906324092537311,0.7160925759433352,0.9063295208620488,0,0,0.0
