generation	robot_id
60	2775
60	2717
60	2985
60	2829
60	3012
60	2625
60	2642
60	2972
60	2811
60	2907
60	2623
60	3090
60	2963
60	3099
60	3066
60	3054
60	2768
60	3062
60	3030
60	3085
60	2784
60	2865
60	2933
60	2831
60	2714
60	2948
60	3016
60	3073
60	3053
60	2893
60	3075
60	2817
60	2803
76	3876
76	3583
76	3808
76	3781
76	3878
76	3762
76	3806
76	3899
76	3733
76	3742
76	3718
76	3510
76	3854
76	3764
76	3741
76	3888
76	3752
76	3889
76	3656
76	3858
76	3659
76	3467
76	3799
76	3716
76	3600
76	3865
76	3827
76	3829
76	3315
76	3702
76	3856
76	3617
76	3746
76	3686
76	3653
76	3584
76	3478
76	3818
76	3597
76	3313
76	3898
76	3364
76	3570
76	3890
76	3671
76	3869
76	3683
76	3713
76	3545
76	3690
76	3896
76	3807
76	3665
76	3866
76	3849
76	3344
76	3873
76	3848
76	3861
76	3540
76	2828
76	3884
76	3875
76	3832
76	3846
76	3833
76	3501
76	3880
76	3640
76	3879
76	3897
76	3872
76	3643
76	3837
76	3772
76	3616
76	3813
76	3712
76	3834
76	3747
76	3761
76	3136
76	3625
76	3744
76	3539
76	3784
76	3824
76	3773
76	3803
76	3830
76	3776
76	3403
76	3689
76	3755
76	3667
76	3732
76	3615
76	3775
76	3900
76	3768
30	1486
30	1292
30	1528
30	1269
30	1600
30	1543
30	1482
30	900
30	1597
30	1562
30	1559
30	1403
30	1375
30	1119
30	1548
30	1418
30	1577
30	1420
30	1311
30	1376
30	1379
30	1551
30	1283
30	1135
30	1575
30	1140
30	1407
30	1365
30	1331
30	1483
30	1553
30	1533
30	1502
30	1570
30	1593
30	1578
30	1542
30	1387
30	1256
30	982
30	1006
30	1563
30	906
30	1512
30	1317
30	1574
30	1529
30	1523
30	1579
30	1447
30	1255
30	1316
30	1538
30	1518
30	1050
30	1504
30	1568
30	1455
30	1567
30	1582
30	1429
30	1373
30	753
30	1273
30	1580
30	1243
30	1462
30	1424
30	1535
30	1217
30	1569
30	1554
30	1352
30	1591
30	1558
30	1463
30	1476
30	1514
30	1388
30	1021
30	1133
30	1441
30	1342
30	1262
30	797
30	1520
30	373
30	1319
30	1541
30	1445
30	1534
30	1438
30	1390
30	1555
30	1565
30	1598
30	1573
30	1592
30	1584
30	1017
71	3578
71	3583
71	3231
71	3050
71	3590
71	3533
71	3468
71	3510
71	3562
71	3634
71	3334
71	3626
71	3007
71	3109
71	3644
71	3594
71	3467
71	3609
71	3600
71	2436
71	3391
71	3298
71	3315
71	3536
71	3553
71	2912
71	3617
71	3506
71	3645
71	3584
71	3622
71	3541
71	3478
71	3621
71	3641
71	3597
71	3313
71	3558
71	3364
71	3642
71	3570
71	3446
71	3552
71	3507
71	3595
71	3618
71	3477
71	3648
71	3601
71	3545
71	3612
71	3443
71	3344
71	3646
71	3593
71	3540
71	3640
71	2828
71	3495
71	3588
71	3187
71	3304
71	3555
71	3567
71	3599
71	3528
71	3340
71	3414
71	3501
71	3491
71	3401
71	3185
71	3465
71	3647
71	3556
71	3604
71	3511
71	3239
71	3650
71	3616
71	3157
71	3537
71	3643
71	3136
71	3625
71	3497
71	3539
71	3530
71	3608
71	3591
71	3403
71	2948
71	3627
71	3606
71	3636
71	3498
71	3619
71	3615
71	3547
71	3373
54	2746
54	2703
54	2493
54	2800
54	2702
54	2397
54	2369
54	2555
54	2516
54	2325
54	2347
54	2743
54	2596
54	2530
54	2631
54	2748
54	2749
54	1778
54	2704
54	2417
54	2724
54	2520
54	1140
54	2532
54	2436
54	2063
54	2438
54	2787
54	2414
54	2616
54	2647
54	2752
54	2700
54	2725
54	2798
54	2758
54	2636
54	2578
54	2420
54	2366
54	2699
54	2634
54	2734
54	2518
54	2732
54	2386
54	2794
54	2514
54	2777
54	2590
54	2764
54	2760
54	2648
54	2786
54	2584
54	2776
54	2773
54	2741
54	2785
54	2577
54	2461
54	2775
54	2645
54	2795
54	2661
54	2717
54	2659
54	2706
54	2591
54	2004
54	2522
54	2710
54	2625
54	2642
54	2589
54	2292
54	2041
54	2480
54	2598
54	2781
54	2528
54	2623
54	2738
54	2768
54	2789
54	2492
54	2395
54	2790
54	2784
54	2621
54	2680
54	2715
54	2783
54	2714
54	2765
54	2778
54	2614
54	2722
54	2755
54	2796
34	1534
34	1666
34	1269
34	1784
34	1591
34	1747
34	1790
34	1375
34	1640
34	1619
34	1119
34	1528
34	1759
34	1311
34	1580
34	1379
34	1135
34	1710
34	1604
34	1755
34	1140
34	1407
34	1365
34	1600
34	1664
34	1483
34	1520
34	1761
34	1592
34	1653
34	1728
34	1773
34	1256
34	1720
34	1542
34	1778
34	1674
34	1693
34	1569
34	1317
34	1514
34	1738
34	1799
34	1447
34	1757
34	1645
34	1742
34	1455
34	1504
34	1629
34	1551
34	1701
34	1570
34	1750
34	1695
34	1789
34	1429
34	1373
34	1797
34	1740
34	1652
34	1273
34	1766
34	1779
34	1577
34	1243
34	1650
34	1618
34	1776
34	1655
34	1424
34	1578
34	1792
34	1744
34	1623
34	1687
34	1786
34	1554
34	1794
34	1021
34	1441
34	1342
34	1553
34	1625
34	1262
34	1771
34	1730
34	1686
34	1753
34	1518
34	1768
34	1752
34	1563
34	1438
34	1538
34	1390
34	1745
34	1709
34	1762
34	1017
0	67
0	78
0	27
0	40
0	44
0	66
0	95
0	21
0	37
0	58
0	52
0	15
0	92
0	84
0	53
0	12
0	41
0	91
0	77
0	38
0	64
0	19
0	85
0	49
0	45
0	86
0	35
0	88
0	70
0	80
0	17
0	23
0	57
0	39
0	62
0	22
0	29
0	4
0	76
0	25
0	61
0	60
0	81
0	73
0	72
0	89
0	51
0	3
0	11
0	24
0	10
0	33
0	56
0	75
0	59
0	43
0	47
0	32
0	74
0	90
0	99
0	7
0	1
0	5
0	26
0	13
0	71
0	31
0	63
0	54
0	100
0	6
0	96
0	82
0	48
0	83
0	79
0	69
0	87
0	46
0	18
0	20
0	94
0	16
0	36
0	14
0	34
0	9
0	28
0	68
0	98
0	93
0	30
0	97
0	55
0	65
0	50
0	8
0	42
0	2
87	4425
87	4010
87	4189
87	3987
87	4341
87	4365
87	4400
87	4305
87	4450
87	4416
87	4376
87	4377
87	4206
87	3856
87	4307
87	4362
87	4349
87	4368
87	4028
87	4256
87	3656
87	4449
87	4208
87	3702
87	4159
87	4188
87	4358
87	4396
87	4137
87	3584
87	4429
87	4167
87	4410
87	4404
87	4392
87	4185
87	4397
87	4390
87	4024
87	4436
87	4406
87	4430
87	3671
87	3813
87	3947
87	4253
87	4030
87	4401
87	4414
87	4440
87	4364
87	3971
87	4421
87	4437
87	4427
87	4420
87	4282
87	4302
87	4306
87	4446
87	4269
87	2828
87	4352
87	4415
87	4435
87	4294
87	4012
87	4375
87	4395
87	4354
87	4114
87	4231
87	4225
87	4310
87	4196
87	4445
87	4391
87	4384
87	4330
87	3866
87	4434
87	4145
87	4339
87	3744
87	4064
87	3890
87	3988
87	4378
87	4408
87	4161
87	4372
87	3776
87	4112
87	4272
87	4361
87	4366
87	4393
87	4293
87	4238
87	4344
51	2598
51	2494
51	2493
51	2407
51	2584
51	2629
51	2602
51	2397
51	2568
51	2369
51	2555
51	2516
51	2325
51	2621
51	2625
51	2347
51	2387
51	2530
51	2577
51	2631
51	2645
51	2597
51	2628
51	2571
51	1778
51	2417
51	2520
51	1140
51	2532
51	2581
51	2436
51	2063
51	2641
51	2018
51	2596
51	2438
51	2458
51	2414
51	2527
51	2606
51	2455
51	2311
51	2424
51	2636
51	2623
51	2419
51	2535
51	2420
51	2366
51	2467
51	2595
51	2589
51	2518
51	2274
51	2386
51	2614
51	2514
51	2582
51	2578
51	2507
51	2357
51	2642
51	2304
51	2580
51	2647
51	2569
51	2561
51	2627
51	2461
51	2610
51	2616
51	2004
51	2522
51	2372
51	2292
51	2041
51	2526
51	2648
51	2604
51	2480
51	2446
51	2289
51	2541
51	2644
51	2528
51	2343
51	2489
51	2565
51	2537
51	2230
51	2492
51	2395
51	2567
51	2035
51	2634
51	2249
51	2638
51	2079
51	2591
51	2590
79	3861
79	3978
79	3879
79	3781
79	3762
79	3733
79	4042
79	3718
79	3986
79	4005
79	3510
79	4027
79	3915
79	3856
79	3741
79	3955
79	3656
79	3659
79	4012
79	3467
79	4026
79	4020
79	3898
79	3716
79	3600
79	3904
79	3985
79	3702
79	3849
79	3970
79	3686
79	3966
79	3584
79	4030
79	3979
79	3976
79	3478
79	4021
79	3313
79	3570
79	3671
79	3813
79	3942
79	3884
79	3984
79	4049
79	3713
79	3690
79	4009
79	3924
79	3987
79	3982
79	3827
79	3540
79	4010
79	4041
79	4007
79	2828
79	3869
79	3963
79	4004
79	3964
79	3501
79	3830
79	4032
79	3880
79	3640
79	3829
79	4011
79	4008
79	3926
79	3772
79	3616
79	3866
79	3747
79	4024
79	3761
79	3625
79	3744
79	4034
79	4029
79	3539
79	4006
79	3890
79	4043
79	4028
79	4016
79	3988
79	3773
79	3937
79	3992
79	3776
79	3901
79	3833
79	3689
79	3995
79	3947
79	3755
79	3971
79	3934
35	1534
35	1830
35	1666
35	1784
35	1591
35	1841
35	1826
35	1375
35	1640
35	1619
35	1528
35	1759
35	1311
35	1807
35	1580
35	1135
35	1710
35	1821
35	1815
35	1755
35	1837
35	1140
35	1407
35	1365
35	1600
35	1831
35	1664
35	1520
35	1761
35	1592
35	1823
35	1728
35	1773
35	1256
35	1720
35	1542
35	1778
35	1674
35	1693
35	1569
35	1317
35	1808
35	1514
35	1738
35	1447
35	1811
35	1757
35	1645
35	1742
35	1504
35	1629
35	1551
35	1818
35	1701
35	1570
35	1695
35	1789
35	1429
35	1824
35	1740
35	1809
35	1652
35	1273
35	1766
35	1779
35	1577
35	1243
35	1650
35	1776
35	1655
35	1578
35	1792
35	1623
35	1687
35	1786
35	1554
35	1844
35	1838
35	1441
35	1342
35	1553
35	1625
35	1262
35	1771
35	1802
35	1829
35	1730
35	1686
35	1816
35	1845
35	1518
35	1768
35	1563
35	1817
35	1538
35	1390
35	1825
35	1745
35	1835
35	1017
82	4115
82	4185
82	4101
82	4179
82	3984
82	4010
82	4114
82	4098
82	3762
82	3987
82	3733
82	3510
82	4140
82	4187
82	4188
82	3856
82	4053
82	3741
82	4073
82	4095
82	3942
82	4028
82	3656
82	3659
82	3467
82	4159
82	4186
82	3898
82	3716
82	3600
82	3702
82	3849
82	4020
82	3584
82	4111
82	3970
82	4024
82	4127
82	3313
82	3570
82	3671
82	3813
82	4144
82	3947
82	4030
82	3971
82	4029
82	4126
82	3937
82	4105
82	3986
82	2828
82	4193
82	4172
82	3926
82	4131
82	3982
82	4012
82	4167
82	4026
82	4189
82	3501
82	3830
82	4171
82	4157
82	3880
82	4136
82	4112
82	4156
82	4100
82	3934
82	4034
82	4145
82	3772
82	4007
82	3616
82	4182
82	3866
82	4194
82	4161
82	3625
82	3744
82	4196
82	3539
82	3985
82	4011
82	4064
82	3890
82	3988
82	4004
82	4137
82	3773
82	4160
82	4192
82	4169
82	3776
82	4170
82	3833
82	4118
82	3976
38	1927
38	1996
38	1534
38	1937
38	1666
38	1982
38	1987
38	1591
38	1975
38	1995
38	1943
38	1311
38	1778
38	1135
38	1140
38	1407
38	1365
38	1880
38	1773
38	1664
38	1911
38	1771
38	1592
38	1920
38	1955
38	1256
38	1938
38	1693
38	1317
38	1761
38	2000
38	1514
38	1997
38	1889
38	1447
38	1879
38	1784
38	1885
38	1981
38	1645
38	1759
38	1928
38	1894
38	1504
38	1948
38	1551
38	1862
38	1808
38	1695
38	1929
38	1429
38	1973
38	1273
38	1960
38	1577
38	1243
38	1650
38	1932
38	1951
38	1891
38	1970
38	1578
38	1972
38	1963
38	1873
38	1957
38	1768
38	1687
38	1841
38	1786
38	1342
38	1899
38	1930
38	1903
38	1625
38	1262
38	1738
38	1998
38	1865
38	1968
38	1944
38	1936
38	1686
38	1720
38	1904
38	1701
38	1845
38	1757
38	1518
38	1967
38	1950
38	1563
38	1877
38	1942
38	1811
38	1818
38	1990
38	1971
38	1837
38	1926
20	901
20	1066
20	1044
20	900
20	1094
20	1034
20	1071
20	894
20	747
20	1084
20	989
20	691
20	1100
20	997
20	703
20	1061
20	1070
20	1030
20	1086
20	729
20	1065
20	1068
20	1057
20	1010
20	555
20	1083
20	995
20	859
20	982
20	965
20	1006
20	906
20	942
20	1060
20	858
20	1072
20	1042
20	1063
20	1077
20	878
20	1050
20	1058
20	667
20	1089
20	1067
20	1069
20	1082
20	732
20	886
20	1032
20	944
20	784
20	501
20	999
20	1029
20	704
20	915
20	1038
20	804
20	753
20	1097
20	1014
20	1076
20	1025
20	1090
20	904
20	1047
20	826
20	975
20	772
20	823
20	712
20	956
20	759
20	649
20	1079
20	383
20	978
20	1053
20	1021
20	1016
20	1009
20	885
20	1026
20	972
20	1099
20	797
20	1088
20	373
20	718
20	1048
20	992
20	1005
20	787
20	1036
20	865
20	844
20	342
20	927
20	1017
64	3043
64	3105
64	3237
64	3137
64	3006
64	3225
64	3231
64	3204
64	3299
64	3050
64	3039
64	3282
64	3260
64	3277
64	3212
64	3055
64	2516
64	3223
64	3249
64	3042
64	3118
64	2981
64	3007
64	3192
64	3274
64	3109
64	3031
64	3092
64	3293
64	1140
64	3217
64	2436
64	3057
64	2903
64	2912
64	3255
64	3221
64	3188
64	3075
64	3226
64	3273
64	2920
64	3271
64	2989
64	2734
64	3233
64	3292
64	3086
64	3281
64	3253
64	3300
64	3036
64	3261
64	2828
64	3285
64	3138
64	3180
64	3187
64	2954
64	2577
64	3294
64	3240
64	3244
64	2775
64	3179
64	3122
64	3152
64	3185
64	3288
64	3012
64	2625
64	3242
64	3189
64	3239
64	3298
64	3155
64	3267
64	3269
64	2811
64	3216
64	2907
64	3164
64	3224
64	3283
64	2623
64	3263
64	3157
64	2963
64	3218
64	3136
64	2865
64	3265
64	3165
64	3153
64	3276
64	3146
64	2948
64	3016
64	3053
64	3126
84	4010
84	4233
84	4098
84	4189
84	3762
84	3987
84	4268
84	3510
84	4283
84	4206
84	4294
84	3856
84	4272
84	4053
84	4276
84	3741
84	4073
84	4251
84	4236
84	4028
84	4256
84	3656
84	3659
84	3467
84	4171
84	4208
84	3702
84	4285
84	4159
84	3849
84	4188
84	4127
84	4219
84	4137
84	3584
84	4167
84	4185
84	4221
84	4287
84	4024
84	4118
84	3671
84	4271
84	3813
84	3947
84	4253
84	4030
84	4266
84	4288
84	3971
84	4264
84	4258
84	4186
84	4131
84	4207
84	4274
84	4290
84	4105
84	3986
84	4179
84	2828
84	4292
84	3926
84	3982
84	4265
84	4293
84	4012
84	3830
84	4114
84	4248
84	4269
84	4254
84	4231
84	4225
84	4196
84	4160
84	4100
84	4229
84	4034
84	3616
84	3866
84	4282
84	4299
84	4145
84	3744
84	4064
84	3890
84	3988
84	4232
84	4243
84	4161
84	4182
84	4284
84	3776
84	4237
84	4112
84	4278
84	4194
84	3976
84	4238
77	3908
77	3583
77	3861
77	3879
77	3781
77	3762
77	3889
77	3733
77	3742
77	3928
77	3718
77	3873
77	3510
77	3915
77	3918
77	3856
77	3858
77	3741
77	3752
77	3899
77	3656
77	3659
77	3467
77	3898
77	3716
77	3600
77	3904
77	3315
77	3702
77	3849
77	3617
77	3746
77	3686
77	3653
77	3584
77	3948
77	3478
77	3888
77	3834
77	3897
77	3597
77	3913
77	3313
77	3570
77	3932
77	3671
77	3813
77	3942
77	3884
77	3878
77	3875
77	3713
77	3690
77	3938
77	3924
77	3808
77	3665
77	3827
77	3931
77	3540
77	3925
77	2828
77	3869
77	3501
77	3830
77	3880
77	3640
77	3829
77	3912
77	3926
77	3818
77	3772
77	3616
77	3712
77	3866
77	3747
77	3761
77	3903
77	3136
77	3625
77	3744
77	3539
77	3890
77	3917
77	3807
77	3950
77	3773
77	3937
77	3776
77	3901
77	3916
77	3833
77	3689
77	3947
77	3755
77	3667
77	3934
77	3732
77	3933
77	3775
98	4988
98	4935
98	4964
98	4985
98	4981
98	4924
98	4998
98	4972
98	4765
98	4968
98	4800
98	4936
98	4942
98	4833
98	4917
98	4938
98	4901
98	4487
98	4907
98	4699
98	4507
98	4971
98	4815
98	4999
98	4566
98	4921
98	4973
98	4975
98	4825
98	4966
98	4926
98	4731
98	4933
98	4632
98	4867
98	4670
98	4957
98	4854
98	4807
98	4950
98	4618
98	4783
98	4986
98	4668
98	4823
98	4967
98	4401
98	4770
98	4764
98	4848
98	4930
98	4874
98	4812
98	4687
98	4969
98	4876
98	4976
98	4720
98	4743
98	4884
98	4827
98	4868
98	4980
98	4877
98	4932
98	4995
98	4602
98	4738
98	4012
98	4946
98	4697
98	4788
98	4231
98	4920
98	4769
98	4560
98	4902
98	4947
98	4806
98	4984
98	4989
98	4977
98	4899
98	4811
98	4881
98	4951
98	4990
98	4768
98	4378
98	4889
98	4887
98	4862
98	4954
98	4962
98	4576
98	4897
98	4880
98	4963
98	4734
98	4941
56	2746
56	2493
56	2882
56	2800
56	2868
56	2397
56	2805
56	2803
56	2369
56	2555
56	2516
56	2325
56	2866
56	2347
56	2887
56	2596
56	2631
56	2870
56	2890
56	2704
56	2893
56	2828
56	1140
56	2436
56	2867
56	2830
56	2438
56	2414
56	2616
56	2647
56	2752
56	2700
56	2855
56	2839
56	2833
56	2864
56	2817
56	2420
56	2366
56	2634
56	2734
56	2518
56	2871
56	2831
56	2732
56	2386
56	2889
56	2852
56	2808
56	2777
56	2811
56	2648
56	2856
56	2896
56	2853
56	2773
56	2577
56	2775
56	2645
56	2860
56	2661
56	2717
56	2854
56	2841
56	2591
56	2522
56	2625
56	2642
56	2589
56	2865
56	2894
56	2041
56	2802
56	2480
56	2878
56	2598
56	2781
56	2873
56	2829
56	2528
56	2623
56	2843
56	2768
56	2789
56	2840
56	2492
56	2395
56	2886
56	2784
56	2621
56	2680
56	2715
56	2714
56	2809
56	2892
56	2877
56	2872
56	2812
56	2849
56	2884
25	1292
25	1089
25	1269
25	900
25	1100
25	1317
25	1034
25	1272
25	1119
25	1181
25	1116
25	691
25	1249
25	1274
25	1283
25	1135
25	1166
25	729
25	1140
25	1257
25	1271
25	1210
25	1010
25	1345
25	1270
25	1307
25	995
25	1267
25	1256
25	982
25	1006
25	906
25	1225
25	1348
25	1320
25	1215
25	1255
25	1342
25	1042
25	1050
25	1086
25	1304
25	1218
25	1168
25	1102
25	1286
25	1334
25	1287
25	501
25	999
25	1191
25	1079
25	704
25	1319
25	1331
25	1112
25	753
25	1273
25	1301
25	1311
25	1025
25	1243
25	904
25	1115
25	1228
25	1217
25	712
25	649
25	1067
25	383
25	1344
25	1327
25	1021
25	1332
25	1133
25	1016
25	1009
25	885
25	1277
25	1026
25	1060
25	1262
25	1339
25	797
25	1303
25	1153
25	373
25	865
25	844
25	1323
25	1322
25	1314
25	1309
25	1340
25	1310
25	1308
25	1318
25	1316
25	927
25	1017
52	2598
52	2494
52	2493
52	2407
52	2671
52	2584
52	2672
52	2397
52	2663
52	2568
52	2369
52	2555
52	2681
52	2651
52	2516
52	2325
52	2621
52	2625
52	2676
52	2347
52	2387
52	2530
52	2577
52	2682
52	2631
52	2645
52	2597
52	2571
52	1778
52	2417
52	2658
52	2520
52	1140
52	2532
52	2581
52	2436
52	2063
52	2596
52	2438
52	2687
52	2697
52	2458
52	2414
52	2660
52	2455
52	2424
52	2636
52	2623
52	2419
52	2420
52	2366
52	2467
52	2661
52	2595
52	2589
52	2518
52	2386
52	2614
52	2514
52	2582
52	2578
52	2507
52	2357
52	2680
52	2642
52	2647
52	2561
52	2461
52	2610
52	2700
52	2616
52	2004
52	2678
52	2522
52	2698
52	2654
52	2292
52	2657
52	2041
52	2669
52	2648
52	2480
52	2446
52	2289
52	2644
52	2528
52	2343
52	2489
52	2537
52	2492
52	2652
52	2395
52	2567
52	2659
52	2634
52	2249
52	2638
52	2699
52	2591
52	2590
45	1927
45	2274
45	2237
45	2311
45	2318
45	2321
45	2281
45	2193
45	2137
45	2155
45	1943
45	1972
45	2312
45	2014
45	1778
45	2272
45	2304
45	1140
45	2340
45	1365
45	2285
45	2246
45	2063
45	1664
45	2271
45	2331
45	2018
45	2252
45	2292
45	2343
45	2241
45	2319
45	2284
45	2003
45	2334
45	2315
45	2294
45	1938
45	1990
45	2240
45	1447
45	2231
45	1879
45	2227
45	1885
45	2346
45	2283
45	2305
45	2238
45	2342
45	1551
45	2243
45	2154
45	1808
45	1429
45	2070
45	2320
45	2347
45	2267
45	2266
45	1243
45	2230
45	1891
45	1970
45	2156
45	2249
45	2004
45	2322
45	1963
45	2041
45	2086
45	2337
45	2126
45	2120
45	2220
45	1841
45	1342
45	2275
45	2310
45	1625
45	2129
45	2257
45	2258
45	2289
45	2264
45	2302
45	2035
45	2325
45	2269
45	1518
45	2079
45	2349
45	1563
45	2293
45	2316
45	2297
45	2299
45	2103
45	1971
45	2123
43	1927
43	2237
43	1666
43	2077
43	2232
43	2212
43	2076
43	2233
43	2104
43	2193
43	1995
43	2137
43	2140
43	2192
43	2155
43	1943
43	2223
43	1972
43	2014
43	1778
43	2067
43	2068
43	2198
43	1140
43	1407
43	2239
43	1365
43	2246
43	2063
43	1773
43	1664
43	2018
43	2241
43	2209
43	2003
43	2124
43	2150
43	1938
43	1990
43	2172
43	2240
43	2179
43	2118
43	1447
43	2231
43	1879
43	2227
43	1885
43	2160
43	2238
43	2229
43	1551
43	2219
43	2243
43	2154
43	1808
43	1929
43	1429
43	2070
43	1243
43	2230
43	1891
43	1970
43	2156
43	2249
43	2004
43	2158
43	2234
43	2175
43	1963
43	2218
43	1957
43	2041
43	2086
43	2126
43	2120
43	2220
43	1841
43	1342
43	2203
43	1625
43	2129
43	2224
43	2191
43	1936
43	2032
43	2035
43	2207
43	1845
43	1757
43	1518
43	2079
43	1950
43	1563
43	1877
43	2103
43	1996
43	1971
43	2226
43	2123
16	858
16	321
16	804
16	869
16	835
16	893
16	696
16	895
16	738
16	747
16	580
16	593
16	691
16	782
16	703
16	888
16	729
16	659
16	823
16	831
16	778
16	859
16	464
16	848
16	897
16	886
16	876
16	555
16	878
16	622
16	855
16	656
16	690
16	794
16	515
16	673
16	736
16	879
16	900
16	365
16	507
16	867
16	498
16	860
16	722
16	667
16	783
16	863
16	732
16	885
16	679
16	682
16	501
16	704
16	395
16	877
16	753
16	525
16	827
16	800
16	772
16	784
16	610
16	750
16	814
16	894
16	712
16	759
16	693
16	649
16	383
16	849
16	808
16	844
16	836
16	870
16	817
16	866
16	850
16	715
16	851
16	816
16	787
16	373
16	718
16	830
16	868
16	287
16	645
16	177
16	872
16	797
16	815
16	883
16	865
16	627
16	342
16	730
16	843
16	826
89	4532
89	4538
89	4519
89	4550
89	4189
89	3987
89	4400
89	4305
89	4416
89	4522
89	4377
89	4497
89	4362
89	4492
89	4368
89	4533
89	4510
89	4028
89	4256
89	3656
89	4535
89	4208
89	3702
89	4502
89	4159
89	4451
89	4137
89	4454
89	3584
89	4429
89	4544
89	4410
89	4404
89	4185
89	4537
89	4397
89	4390
89	4024
89	4488
89	3671
89	4465
89	3813
89	3947
89	4030
89	4534
89	4401
89	4487
89	3971
89	4421
89	4540
89	4420
89	4282
89	4302
89	4306
89	4521
89	4461
89	4494
89	4459
89	4435
89	4294
89	4491
89	4012
89	4482
89	4375
89	4471
89	4395
89	4472
89	4354
89	4499
89	4463
89	4477
89	4231
89	4225
89	4445
89	4476
89	4546
89	4525
89	4507
89	4541
89	4501
89	4536
89	4434
89	4548
89	4539
89	4526
89	4145
89	4339
89	3744
89	4064
89	3890
89	4523
89	4378
89	4475
89	4161
89	4490
89	4112
89	4530
89	4542
89	4361
89	4293
68	3383
68	3479
68	3231
68	3483
68	3385
68	3050
68	3484
68	3039
68	3457
68	3437
68	3212
68	3428
68	3334
68	3007
68	3192
68	3478
68	3472
68	3109
68	3031
68	3473
68	3498
68	3491
68	3464
68	3415
68	3416
68	3346
68	3217
68	2436
68	3391
68	3298
68	3315
68	3351
68	3497
68	2912
68	3359
68	3494
68	3277
68	3388
68	3490
68	3434
68	3345
68	3458
68	3288
68	3313
68	3364
68	3423
68	3433
68	3496
68	3446
68	3500
68	3448
68	3321
